Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,Kernel_ID,CPC_CPC_STAT_STALL,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQC_DCACHE_HITS,SQC_TC_STALL,SQ_BUSY_CYCLES,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VMEM,SQ_INSTS_VSKIPPED,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,TA_FLAT_READ_WAVEFRONTS_sum,TA_TOTAL_WAVEFRONTS_sum,TCC_CC_REQ_sum,TCC_EA0_RDREQ_DRAM_sum,TCC_EA0_RDREQ_sum,TCC_NC_REQ_sum,TCP_TCC_CC_WRITE_REQ_sum,TCP_TCC_NC_ATOMIC_REQ_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum
10,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735621485912,12735621543242,11,125,76665.0,270896.0,60736.0,0.0,3473860.0,0.0,262144.0,0.0,10634502.0,10634502.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
11,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735621897968,12735621932086,12,27,176729.0,656339.0,0.0,0.0,2122276.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
12,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735622301766,12735622359938,13,125,80543.0,281416.0,60680.0,0.0,3492034.0,0.0,262144.0,0.0,13942452.0,13942452.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
13,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735622799737,12735622831690,14,27,166577.0,620613.0,0.0,0.0,1997595.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
14,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735623335194,12735623367468,15,27,158799.0,629726.0,0.0,0.0,2005904.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
15,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735623753104,12735623783974,16,27,162975.0,596066.0,0.0,0.0,1917425.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
16,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735624150607,12735624181477,17,27,161356.0,637784.0,0.0,0.0,1919708.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
17,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735624526942,12735624557251,18,27,164627.0,591414.0,0.0,0.0,1910793.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149025.0,149025.0,0.0,0.0,0.0,819200.0,196608.0
18,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735624922000,12735624952710,19,27,159264.0,588285.0,0.0,0.0,1914623.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
19,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735625318301,12735625348529,20,27,153911.0,602061.0,0.0,0.0,1913324.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
20,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735625699246,12735625729595,21,27,153190.0,595168.0,0.0,0.0,1921583.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
21,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735626072855,12735626115392,22,125,73709.0,228949.0,60788.0,0.0,2535279.0,0.0,262144.0,0.0,8370020.0,8370020.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
22,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735626468995,12735626499184,23,27,161250.0,594790.0,0.0,0.0,1899039.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
23,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735626853429,12735626896166,24,125,63495.0,233020.0,60791.0,0.0,2531983.0,0.0,262144.0,0.0,8312212.0,8312212.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
24,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735627236500,12735627266768,25,27,166551.0,586736.0,0.0,0.0,1907252.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
25,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735627623659,12735627666356,26,125,76280.0,232525.0,60796.0,0.0,2539634.0,0.0,262144.0,0.0,8633980.0,8633980.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
26,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735628030785,12735628060773,27,27,161161.0,583274.0,0.0,0.0,1914446.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
27,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735628417583,12735628460200,28,125,66241.0,228214.0,60746.0,0.0,2541811.0,0.0,262144.0,0.0,10862956.0,10862956.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
28,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735628808031,12735628838219,29,27,162047.0,590884.0,0.0,0.0,1910153.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
29,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735629197235,12735629239852,30,125,72927.0,232871.0,60782.0,0.0,2541615.0,0.0,262144.0,0.0,8509634.0,8509634.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
